406495271334719488	car	bn:00015785n	http://babelnet.org/rdf/s00015785n	http://dbpedia.org/resource/Railroad_car	MCS
406495271334719488	air	bn:00002185n	http://babelnet.org/rdf/s00002185n	http://dbpedia.org/resource/Atmosphere_of_Earth	MCS
406495271334719488	air freshener	bn:00201972n	http://babelnet.org/rdf/s00201972n	http://dbpedia.org/resource/Air_freshener	BABELFY
406495271334719488	freshener	bn:00201972n	http://babelnet.org/rdf/s00201972n	http://dbpedia.org/resource/Air_freshener	BABELFY
406495271334719488	better	bn:00098282a	http://babelnet.org/rdf/s00098282a		MCS
406495271334719488	helicopter	bn:00018734n	http://babelnet.org/rdf/s00018734n	http://dbpedia.org/resource/Helicopter	BABELFY
406553907700449280	RT	bn:03187182n	http://babelnet.org/rdf/s03187182n	http://dbpedia.org/resource/AEC_Regent_III_RT	BABELFY
406553907700449280	Terrible	bn:00606361n	http://babelnet.org/rdf/s00606361n	http://dbpedia.org/resource/French_submarine_Terrible_(S619)	MCS
406553907700449280	Glasgow	bn:00040603n	http://babelnet.org/rdf/s00040603n	http://dbpedia.org/resource/Glasgow	BABELFY
406553907700449280	Glasgow Helicopter crashed	bn:16725186n	http://babelnet.org/rdf/s16725186n	http://dbpedia.org/resource/2013_Glasgow_helicopter_crash	BABELFY
406553907700449280	Helicopter	bn:00018734n	http://babelnet.org/rdf/s00018734n	http://dbpedia.org/resource/Helicopter	BABELFY
406553907700449280	Helicopter crashed	bn:00883856n	http://babelnet.org/rdf/s00883856n	http://dbpedia.org/resource/Aviation_accidents_and_incidents	BABELFY
406553907700449280	crashed	bn:00085975v	http://babelnet.org/rdf/s00085975v		MCS
406553907700449280	roof	bn:00068220n	http://babelnet.org/rdf/s00068220n	http://dbpedia.org/resource/Roof	MCS
406553907700449280	pub	bn:00040492n	http://babelnet.org/rdf/s00040492n	http://dbpedia.org/resource/Pub	BABELFY
406555220513394688	RT	bn:03187182n	http://babelnet.org/rdf/s03187182n	http://dbpedia.org/resource/AEC_Regent_III_RT	BABELFY
