203440928084602880	Navelli	bn:03420538n	http://babelnet.org/rdf/s03420538n	http://dbpedia.org/resource/Navelli	MCS
203440928084602880	punto	bn:00036777n	http://babelnet.org/rdf/s00036777n	http://dbpedia.org/resource/Full_stop	MCS
203440928084602880	piano	bn:00035305n	http://babelnet.org/rdf/s00035305n	http://dbpedia.org/resource/Storey	MCS
203440928084602880	ricostruzione	bn:00066466n	http://babelnet.org/rdf/s00066466n		MCS
203440928084602880	sisma	bn:00029448n	http://babelnet.org/rdf/s00029448n	http://dbpedia.org/resource/Earthquake	BABELFY
203440928084602880	terremoto	bn:00029448n	http://babelnet.org/rdf/s00029448n	http://dbpedia.org/resource/Earthquake	MCS
203843778409283584	Strage	bn:00014221n	http://babelnet.org/rdf/s00014221n	http://dbpedia.org/resource/Mass_murder	MCS
203843778409283584	presidio	bn:00064244n	http://babelnet.org/rdf/s00064244n	http://dbpedia.org/resource/Presidio	MCS
203843778409283584	Sacrario	bn:02332519n	http://babelnet.org/rdf/s02332519n	http://dbpedia.org/resource/Piscina	MCS
203843778409283584	mezzanotte	bn:00054884n	http://babelnet.org/rdf/s00054884n	http://dbpedia.org/resource/Midnight	MCS
203843778409283584	minuto	bn:00055094n	http://babelnet.org/rdf/s00055094n	http://dbpedia.org/resource/Minute	MCS
203843778409283584	silenzio	bn:00065703n	http://babelnet.org/rdf/s00065703n	http://dbpedia.org/resource/Silence	MCS
204030290715348993	Terremoto	bn:00029448n	http://babelnet.org/rdf/s00029448n	http://dbpedia.org/resource/Earthquake	MCS
204030290715348993	alto	bn:00115662r	http://babelnet.org/rdf/s00115662r		MCS
204030290715348993	sente	bn:00089277v	http://babelnet.org/rdf/s00089277v		MCS
204030617850089472	scossa	bn:00030167n	http://babelnet.org/rdf/s00030167n		MCS
204030617850089472	scossa di terremoto	bn:00029448n	http://babelnet.org/rdf/s00029448n	http://dbpedia.org/resource/Earthquake	BABELFY
204030617850089472	terremoto	bn:00029448n	http://babelnet.org/rdf/s00029448n	http://dbpedia.org/resource/Earthquake	MCS
204030861119729664	terremoto	bn:00029448n	http://babelnet.org/rdf/s00029448n	http://dbpedia.org/resource/Earthquake	MCS
204030861119729664	busto	bn:00014185n	http://babelnet.org/rdf/s00014185n	http://dbpedia.org/resource/Bust_(sculpture)	MCS
204030861119729664	busto arsizio	bn:00269203n	http://babelnet.org/rdf/s00269203n	http://dbpedia.org/resource/Busto_Arsizio	MCS
204030861119729664	ore	bn:00000127n	http://babelnet.org/rdf/s00000127n	http://dbpedia.org/resource/Hour	MCS
204032853439283201	perugini	bn:03758404n	http://babelnet.org/rdf/s03758404n	http://dbpedia.org/resource/Pietro_Perugino	BABELFY
204032853439283201	Magnitudo	bn:08939230n	http://babelnet.org/rdf/s08939230n		BABELFY
204032853439283201	Nord	bn:00029051n	http://babelnet.org/rdf/s00029051n	http://dbpedia.org/resource/North	BABELFY
204032853439283201	Nord ITalia	bn:01439425n	http://babelnet.org/rdf/s01439425n	http://dbpedia.org/resource/Northern_Italy	BABELFY
204032853439283201	ITalia	bn:00047705n	http://babelnet.org/rdf/s00047705n	http://dbpedia.org/resource/Italy	BABELFY
204032853439283201	terremoto	bn:00029448n	http://babelnet.org/rdf/s00029448n	http://dbpedia.org/resource/Earthquake	BABELFY
204033939772407808	RT	bn:03339564n	http://babelnet.org/rdf/s03339564n	http://dbpedia.org/resource/RT_(TV_network)	BABELFY
204033939772407808	Reuters	bn:01165163n	http://babelnet.org/rdf/s01165163n	http://dbpedia.org/resource/Reuters	BABELFY
204033939772407808	BREAKING	bn:01447562n	http://babelnet.org/rdf/s01447562n	http://dbpedia.org/resource/Vowel_breaking	MCS
204033939772407808	NEWS	bn:00057546n	http://babelnet.org/rdf/s00057546n	http://dbpedia.org/resource/News	BABELFY
204033939772407808	magnitude	bn:00052757n	http://babelnet.org/rdf/s00052757n	http://dbpedia.org/resource/Magnitude_(mathematics)	MCS
204033939772407808	earthquake	bn:00029448n	http://babelnet.org/rdf/s00029448n	http://dbpedia.org/resource/Earthquake	BABELFY
204033939772407808	strikes	bn:00094453v	http://babelnet.org/rdf/s00094453v		MCS
204033939772407808	northwest	bn:00116372r	http://babelnet.org/rdf/s00116372r		MCS
204033939772407808	Bologna, Italy	bn:00011888n	http://babelnet.org/rdf/s00011888n	http://dbpedia.org/resource/Bologna	BABELFY
204033939772407808	Italy	bn:00047705n	http://babelnet.org/rdf/s00047705n	http://dbpedia.org/resource/Italy	BABELFY
204033939772407808	USGS	bn:01708106n	http://babelnet.org/rdf/s01708106n	http://dbpedia.org/resource/United_States_Geological_Survey	BABELFY
204034501796569090	terremoto	bn:00029448n	http://babelnet.org/rdf/s00029448n	http://dbpedia.org/resource/Earthquake	MCS
