354982947721449473	RT @Normand55: #LacMégantic Il serait indécent que le Gouv, du Québec ne décrète pas une journée de deuil National	Other Useful Information	Related - but not informative	1	fr	LAM	8	0	1	120	25	1
324227437699403776	RT @Sachez_Le_: Cette petite fille de 8 ans est morte dans les explosions de Boston pendant  qu'elle courait pour la course enfant.. htt ...	Not labeled	Not applicable	0	fr	BOB	7	2	1	140	24	0
354803452511137792	RT @VeroRobert: Le milieu du livre solidaire de Lac-Mégantic – Actualités – Le monde du livre – Le libraire http://t.co/fKiLBEtFAv	Not labeled	Not related	0	fr	LAM	9	1	0	139	23	0
332868840604180480	RT @WilliamReymond: Cela bouge du côté de West, Tx.  L'explosion de l'usine ne serait pas accidentelle. A suivre	Not labeled	Not applicable	0	fr	WTX	6	2	2	114	21	0
332734622897147904	RT @afpfr: #Bangladesh: nouveau bilan de 1.000 morts dans l'immeuble effondré http://t.co/wQRTosnAeO #AFP	Not applicable	Related and informative	1	fr	SVR	9	0	0	106	18	2
353493692977381376	@tvanouvelles et @RadioCanadaInfo. Si vos caméras sont en direct de #LacMégantic, pourquoi nous passer toujours les mêmes images en boucle?	Not labeled	Not related	0	fr	LAM	7	1	1	142	23	1
336981766722183169	@edwyplenel bravo pour votre reflexion sur les petites travailleuses du Bangladesh #emotionselective #oklahoma #bangladesh	Other Useful Information	Related - but not informative	1	fr	SVR	6	0	0	122	14	3
354604843807158272	Le choc - Vidéo de la catastrophe - Lac Mégantic 06/07/13: http://t.co/FXfutIuYBV via @youtube	Other Useful Information	Related and informative	1	fr	LAM	6	1	0	96	19	0
353752255037587457	SUPPORTONS le LAC-MÉGANTIC!!! SOYEZ COURAGEUX!!! http://t.co/ACzRhhRh4g http://t.co/hmzNtcFpGI	Sympathy and support	Related - but not informative	1	fr	LAM	6	0	0	95	15	0
325926818693648384	RT @Damienfaitlcon: Les anti-mariage gay devraient manifester sous la forme d'un marathon. #Boston #Manifpourtous	Not labeled	Not applicable	0	fr	BOB	7	2	1	113	16	2
354566411420573696	RT @urgencequebec: #LacMégantic : Point de presse de la sécurité civile à 8 h 30, au coin des rues Laval et Maisonneuve.	Caution and advice	Related and informative	1	fr	LAM	12	0	0	124	22	1
357153940439175168	Ahurissant dit Ronald Martel, journaliste à La Tribune et natif de Lac Mégantic à #rdi après avoir pu jeter un oeil à la zone rouge	Not labeled	Not related	0	fr	LAM	9	4	0	136	24	1
355083107696771072	“@LEchodeLaval: «La Ville de Laval offre 40 000 $ pour soutenir la communauté de Lac-Mégantic»”Bravo Laval!	Not labeled	Not related	0	fr	LAM	8	2	0	115	18	0
354953759572496385	Photo de Jacques Nadeau du Devoir: Fillette sous arc-en-ciel à Lac-Mégantic. Voir aussi http://t.co/euuikX0Tyv http://t.co/V06ZFgENDX	Not labeled	Not related	0	fr	LAM	9	1	0	135	24	0
338686419960750080	Effondrement d'usine au #Bangladesh: Auchan et Camaïeu doivent indemniser les victimes ! https://t.co/EpIbqiL1nq via @change	Not labeled	Not applicable	0	fr	SVR	8	1	0	125	19	1
302355308376891392	RT @LesNews: Suivi - Autre vidéo issue de caméras de surveillance en Russie http://t.co/1RQy5MzA #RussianMeteor	Not labeled	Not related	0	fr	RUS	8	0	0	113	19	1
396335538803712000	SUIVI - Autre Photo de l'arme utilisée à #LAX v http://t.co/cwkC94LgQU	Not labeled	Not applicable	0	fr	LAX	4	1	0	72	14	1
354953344348987392	RT @MissFloee: La Mairesse de Lac-Mégantic est tout simplement extraordinaire ! Je l'adore ... #LacMegantic #RDI	Not labeled	Not related	0	fr	LAM	5	1	2	113	17	2
355737989558714369	RT @lechence: Je serai du spectacle bénéfice le 22 juillet à Lavaltrie !! #LacMegantic	Not labeled	Not related	0	fr	LAM	6	1	1	89	14	1
355734546030936065	RT @Sebbouffard1983: Wtf une semaine après la tragédie de Lac-Mégantic y viens d'avoir un déraillement d'un train de passager en France... …	Not applicable	Related - but not informative	1	fr	LAM	9	2	1	146	28	0
353572847895068672	RT @LeDevoir: Croissance sans précédent du transport de pétrole par train, constate notre journaliste @F_Desjardins #LacMegantic http://t.c…	Not labeled	Not related	0	fr	LAM	7	2	0	145	22	1
334615252308209664	Après la tragédie de #Dacca #Bangladesh: Facile d'accuser les #marques, en fermant les yeux sur son placard http://t.co/WM88ia9q5m	Not applicable	Related - but not informative	1	fr	SVR	8	2	0	132	24	3
323909060657295360	RT @jeanboileau: #Google lance un site pour les parents et victimes du #BostonMarathon #personfinder http://t.co/OecD9PZVys rt @stbslam	Not labeled	Not applicable	0	fr	BOB	10	3	0	135	20	3
323902639177883649	#prayforboston c'est inhumain ce qu'il s'est passé. Comment peut-on commettre des actes pareils ?	Not labeled	Not applicable	0	fr	BOB	2	4	5	98	17	1
354595062694428673	Pour en savoir plus sur la gestion de risque de #Harper, visitez: http://t.co/4U4MqT0Ale #syndqc #lacmégantic http://t.co/Gs8BWcWRQ2	Not labeled	Not related	0	fr	LAM	6	1	1	133	23	3
265818847867707392	#Guatemala : La plus ancienne tombe #Maya a été découverte http://t.co/LhOS8uD8	Not labeled	Not related	0	fr	GAU	3	1	0	82	14	2
323893378192384000	Soutiens aux blessés et aux familles #prayforboston	Not labeled	Not applicable	0	fr	BOB	4	0	0	52	8	1
358983797833863168	Du haut des montagnes j'espère t'aperçevoir http://t.co/oZoRXnLobM #Vie #Amour #Amis #Famille #Décès #Musique #Québec #LacMégantic	Sympathy and support	Related - but not informative	1	fr	LAM	8	2	1	136	26	8
355382648144805888	:) RT @LaBandeRaide: Entendu à LCN: 2 dames âgées de Lac-Mégantic dire On va passer à télévision. Mon seul sourire de la semaine.	Not labeled	Not related	0	fr	LAM	7	5	1	136	25	0
324076254032703488	RT @Keegxn: C'est la fille de 8 ans qu'est morte à Boston ce soir, j'ai pas de mot. #PrayForBoston http://t.co/EuUDv7xjoK	Not labeled	Not applicable	0	fr	BOB	9	1	3	122	25	1
332935865582104576	RT @EtendardRoyal: 140 chrétiennes réduites en esclavage sexuel dans les écoles islamiques du #Bangladesh : http://t.co/TXfx3Adn0X #islam #…	Not labeled	Not related	0	fr	SVR	7	2	0	145	21	3
324188384526471172	RT @rtlinfo: Explosions à Boston: la famille de Bill le marathonien décimée http://t.co/IONYRKVwXo	Not labeled	Not applicable	0	fr	BOB	7	0	1	101	17	0
353838871630446592	@LauraBeeston encore une fois la @sureteduquebec est pognée en 1994 avec ses méthodes et pratiques désuètes #lacmegantic	Not labeled	Not related	0	fr	LAM	2	1	1	124	21	1
333849393402871808	RT @afpfr: #Bangladesh : une sélection de unes de quotidiens internationaux avec la photo #AFP de la survivante http://t.co/rEdKRKeiEo (via…	Not labeled	Not related	0	fr	SVR	11	0	0	143	23	2
353595769749663744	750 lits sont disponibles au centre d'hébergement à #LacMegantic La café de l'école est en fonction. #RCES http://t.co/8TAirEqJn0	Donations and volunteering	Related and informative	1	fr	LAM	6	1	1	133	23	2
354273879679713281	Possible, @CroixRouge_Qc ? Avec iPhone, ça marche... RT @VeroRobert Possible que ça ne fonctionne pas avec un Blackberry? #LacMégantic	Not labeled	Not related	0	fr	LAM	6	2	2	137	19	1
